x_value,tick,FL0_torque,FR0_torque,RL0_torque,RR0_torque,FL1_torque,FR1_torque,RL1_torque,RR1_torque,FL2_torque,FR2_torque,RL2_torque,RR2_torque,FL0_pos,FR0_pos,RL0_pos,RR0_pos,FL1_pos,FR1_pos,RL1_pos,RR1_pos,FL2_pos,FR2_pos,RL2_pos,RR2_pos
4.4,1997429,0.08984375,1.2421875,-5.83984375,-3.8203125,-4.62109375,0.9921875,0.94140625,-3.7109375,-2.8515625,21.796875,1.6796875,15.9765625,0.011180203408002853,-0.18686510622501373,0.16477325558662415,-0.026794927194714546,1.1617668867111206,0.5994201898574829,0.6140384674072266,1.1447116136550903,-1.3733514547348022,-1.8000277280807495,-1.7649381160736084,-1.7025049924850464
4.6,1997481,0.49609375,-3.16796875,2.453125,-5.49609375,1.19921875,-2.08984375,2.7890625,-6.08984375,1.953125,20.625,-1.015625,17.109375,0.0883006751537323,-0.1337779313325882,-0.0005625566118396819,-0.002806001342833042,1.134413242340088,0.6878228783607483,0.488172322511673,1.2016786336898804,-1.629679560661316,-1.7916676998138428,-1.6004568338394165,-1.6534559726715088
4.6,1997532,1.1171875,-1.3046875,-8.48046875,-0.37109375,-2.2890625,0.23046875,8.0,-6.265625,-0.703125,23.0078125,10.859375,14.8828125,0.19129550457000732,-0.06188272312283516,-0.03959914669394493,0.036026932299137115,1.041991949081421,0.7557127475738525,0.555060625076294,1.216726303100586,-1.7578437328338623,-1.7895582914352417,-1.601760745048523,-1.5812437534332275
4.8,1997582,1.58203125,-0.55859375,-5.74609375,1.86328125,-0.06640625,0.48046875,5.8203125,-4.4453125,-0.3515625,21.71875,12.65625,5.78125,0.21239425241947174,-0.05644160881638527,-0.05044487491250038,0.015665730461478233,0.8840380907058716,0.8119913935661316,0.6146347522735596,1.2010152339935303,-1.7690417766571045,-1.791974425315857,-1.6013004779815674,-1.493423342704773
4.8,1997633,0.8046875,2.453125,-4.75390625,0.40234375,1.9765625,-2.72265625,3.8671875,-4.56640625,-0.390625,21.40625,12.5390625,-0.5078125,0.21390289068222046,-0.05230787396430969,-0.04990476369857788,0.013126170262694359,0.703315794467926,0.8649481534957886,0.6752262115478516,1.185818076133728,-1.7700005769729614,-1.7783602476119995,-1.6068612337112427,-1.406369924545288
5.0,1997685,0.58984375,4.84375,-4.59765625,-0.9609375,1.109375,-4.0390625,1.86328125,-1.41015625,-0.4296875,22.03125,14.0625,-0.9765625,0.20515358448028564,-0.0439298041164875,-0.03679237514734268,0.02876613289117813,0.561455488204956,0.9202435612678528,0.7401341795921326,1.164293885231018,-1.7711893320083618,-1.7678141593933105,-1.628950595855713,-1.3954402208328247
5.0,1997735,1.2109375,6.6171875,-5.99609375,-1.76953125,0.671875,-5.4609375,3.91796875,0.98046875,-0.4296875,22.7734375,17.9296875,0.2734375,0.18287354707717896,-0.038082871586084366,-0.02364622801542282,0.017005223780870438,0.4852159917354584,0.9745803475379944,0.8133231997489929,1.1430341005325317,-1.7670092582702637,-1.754698634147644,-1.6634267568588257,-1.4553040266036987
5.2,1997786,0.15234375,6.86328125,-4.69140625,-1.48828125,1.75390625,-6.64453125,2.3671875,0.7734375,1.1328125,20.46875,20.546875,-0.4296875,0.1597682237625122,-0.03955775499343872,-0.012523772194981575,-0.010736888274550438,0.4524334669113159,1.02874755859375,0.8902238011360168,1.1347789764404297,-1.759454369544983,-1.7357922792434692,-1.6961004734039307,-1.547419548034668
5.2,1997836,0.24609375,5.93359375,-1.0546875,-1.73828125,-2.25390625,-8.55078125,3.65625,-0.23828125,11.2890625,16.1328125,23.359375,0.15625,0.15483129024505615,-0.04557493329048157,0.001878527458757162,-0.052139442414045334,0.4973824918270111,1.0684254169464111,0.9490183591842651,1.115312099456787,-1.7787824869155884,-1.7022364139556885,-1.700817584991455,-1.662889838218689
5.4,1997888,0.27734375,5.49609375,0.0,-0.65234375,1.27734375,-9.70703125,2.18359375,0.4921875,13.75,8.4375,20.7421875,-0.2734375,0.14691244065761566,-0.04075261577963829,0.015472473576664925,-0.1603419929742813,0.5966399312019348,1.0849612951278687,1.0222313404083252,1.028443694114685,-1.8201615810394287,-1.6098908185958862,-1.6997053623199463,-1.7431937456130981
5.4,1997938,-1.58203125,10.03515625,0.7109375,-1.73828125,2.73828125,-5.63671875,-3.49609375,-0.5625,13.4375,6.0546875,16.7578125,-0.8203125,0.17032146453857422,0.011407391168177128,0.05595957115292549,-0.22278933227062225,0.696144163608551,1.085955023765564,1.1100302934646606,0.9049761295318604,-1.8228461742401123,-1.477508306503296,-1.698708415031433,-1.7567695379257202
5.6,1997989,-1.89453125,0.0,3.19921875,1.98828125,1.8203125,-0.02734375,-4.3515625,1.01953125,20.7421875,-1.1328125,12.2265625,0.8203125,0.22036375105381012,0.06477554142475128,0.11259126663208008,-0.25623154640197754,0.7899308204650879,1.0859705209732056,1.1933643817901611,0.7211588025093079,-1.818589210510254,-1.3726223707199097,-1.6922272443771362,-1.7349103689193726
5.6,1998039,3.38671875,-2.91796875,5.25,1.55078125,4.1875,-2.57421875,-5.42578125,0.80078125,23.8671875,-0.46875,15.5078125,0.1953125,0.16495218873023987,-0.07935448735952377,0.08187919110059738,-0.21016521751880646,0.8627921938896179,1.1105830669403076,1.2193421125411987,0.5649425387382507,-1.8157131671905518,-1.5310825109481812,-1.630561351776123,-1.6670700311660767
5.8,1998090,5.40625,0.7421875,3.13671875,-2.94921875,-5.765625,-0.1171875,-7.05859375,3.359375,20.5859375,0.0390625,16.7578125,-0.0390625,0.09408892691135406,-0.26667362451553345,0.03855813294649124,-0.03691057488322258,0.9271722435951233,1.003541350364685,1.230040431022644,0.5162299871444702,-1.8148695230484009,-1.7362908124923706,-1.5491069555282593,-1.5962384939193726
5.8,1998141,3.26171875,-2.109375,-0.15234375,4.0703125,-5.47265625,-0.859375,-6.67578125,3.21484375,23.203125,-0.78125,5.9765625,14.6484375,0.08034226298332214,-0.31167325377464294,0.03466901183128357,0.023078829050064087,0.9863367080688477,0.7992942929267883,1.2162808179855347,0.5827075839042664,-1.8063942193984985,-1.7724543809890747,-1.4605579376220703,-1.5960850715637207
